event,timestamp,ufos,materialized_chunks,intended_memory_usage,apparent_memory_usage,memory_usage,disk_usage,ufo_0_memory_usage,ufo_0_disk_usage,ufo_1_memory_usage,ufo_1_disk_usage,
M,94781082,2,34,120000016,120004608,11141120,80003072,0,80003072,11141120,0,
M,94905148,2,35,120000016,120004608,11468800,80003072,0,80003072,11468800,0,
M,95025989,2,36,120000016,120004608,11796480,80003072,0,80003072,11796480,0,
M,95158422,2,37,120000016,120004608,12124160,80003072,0,80003072,12124160,0,
M,95277682,2,38,120000016,120004608,12451840,80003072,0,80003072,12451840,0,
M,95403512,2,39,120000016,120004608,12779520,80003072,0,80003072,12779520,0,
M,95537177,2,40,120000016,120004608,13107200,80003072,0,80003072,13107200,0,
M,95645880,2,41,120000016,120004608,13434880,80003072,0,80003072,13434880,0,
M,95764288,2,42,120000016,120004608,13762560,80003072,0,80003072,13762560,0,
M,95876692,2,43,120000016,120004608,14090240,80003072,0,80003072,14090240,0,
M,95993751,2,44,120000016,120004608,14417920,80003072,0,80003072,14417920,0,
M,96116793,2,45,120000016,120004608,14745600,80003072,0,80003072,14745600,0,
M,96248762,2,46,120000016,120004608,15073280,80003072,0,80003072,15073280,0,
M,96361532,2,47,120000016,120004608,15400960,80003072,0,80003072,15400960,0,
M,96408052,2,48,120000016,120004608,15425536,80003072,0,80003072,15425536,0,
F,96666321,1,0,80000008,80003072,0,80003072,0,80003072,0,0,
F,96706526,0,0,0,0,0,0,0,0,0,0,
+,96716461,0,0,0,0,0,0,0,0,0,0,
